"Freq [GHz]","re(Yt(Diff1,Diff1)) []","im(Yt(Diff1,Diff1)) []","re(Yt(Comm1,Diff1)) []","im(Yt(Comm1,Diff1)) []","re(Yt(Diff1,Comm1)) []","im(Yt(Diff1,Comm1)) []","re(Yt(Comm1,Comm1)) []","im(Yt(Comm1,Comm1)) []"
4,1.27387035575837E-09,-0.000420166700992502,-1.78003139196084E-09,-5.85691342536253E-07,-1.78003139192896E-09,-5.85691342536361E-07,9.28084686602215E-09,0.00534474788524935
4.0025,1.27165266226859E-09,-0.000416452204110182,-1.7810080536924E-09,-5.893401159055E-07,-1.7810080533585E-09,-5.89340115905605E-07,9.28666947910828E-09,0.00534815860420464
4.005,1.26944353149097E-09,-0.000412739925554867,-1.78197376056657E-09,-5.92996182983089E-07,-1.78197376037656E-09,-5.92996182983136E-07,9.29249897418938E-09,0.00535156945739664
4.0075,1.26724251622249E-09,-0.000409029860639721,-1.78292917535021E-09,-5.96659553793883E-07,-1.78292917532665E-09,-5.96659553793949E-07,9.29833472593233E-09,0.00535498044491121
4.01,1.26504918406597E-09,-0.000405322004689093,-1.78387493051761E-09,-6.00330238342089E-07,-1.78387493078595E-09,-6.00330238341996E-07,9.30417614883328E-09,0.00535839156683435
4.0125,1.26286312378569E-09,-0.000401616353038485,-1.78481163895323E-09,-6.04008246611828E-07,-1.78481163881533E-09,-6.04008246611697E-07,9.31002270262993E-09,0.00536180282325217
4.015,1.26068394089469E-09,-0.000397912901034514,-1.78573987880751E-09,-6.07693588567358E-07,-1.78573987876782E-09,-6.07693588567205E-07,9.31587386426847E-09,0.00536521421425091
4.0175,1.25851125438699E-09,-0.00039421164403488,-1.78666020589207E-09,-6.11386274153396E-07,-1.78666020595125E-09,-6.11386274153284E-07,9.32172915621421E-09,0.00536862573991691
4.02,1.25634469964539E-09,-0.000390512577408327,-1.78757314873305E-09,-6.15086313297519E-07,-1.787573148806E-09,-6.15086313297538E-07,9.32758812952073E-09,0.00537203740033662
4.0225,1.25418393301033E-09,-0.000386815696534612,-1.78847921534656E-09,-6.18793715907465E-07,-1.78847921556128E-09,-6.18793715907456E-07,9.33345036577271E-09,0.00537544919559665
4.025,1.25202861737299E-09,-0.000383120996804469,-1.78937888624209E-09,-6.22508491874418E-07,-1.78937888592629E-09,-6.22508491874498E-07,9.3393154664001E-09,0.00537886112578366
4.0275,1.24987843761002E-09,-0.000379428473619578,-1.79027262772793E-09,-6.26230651071516E-07,-1.79027262779369E-09,-6.26230651071726E-07,9.34518307835197E-09,0.00538227319098447
4.03,1.24773308626336E-09,-0.000375738122392526,-1.79116087284336E-09,-6.2996020335595E-07,-1.79116087270845E-09,-6.29960203355861E-07,9.35105284691207E-09,0.00538568539128599
4.0325,1.24559227358432E-09,-0.000372049938546773,-1.79204404587486E-09,-6.33697158567829E-07,-1.79204404590657E-09,-6.33697158567789E-07,9.35692447218139E-09,0.00538909772677524
4.035,1.24345572022821E-09,-0.000368363917516624,-1.79292254051897E-09,-6.37441526532747E-07,-1.79292254072418E-09,-6.37441526532695E-07,9.36279765037518E-09,0.00539251019753934
4.0375,1.24132316016217E-09,-0.000364680054747188,-1.79379673889437E-09,-6.41193317059513E-07,-1.79379673899693E-09,-6.41193317059595E-07,9.36867210865611E-09,0.00539592280366552
4.04,1.23919434431895E-09,-0.000360998345694354,-1.79466699991779E-09,-6.44952539944337E-07,-1.79466699969741E-09,-6.44952539944356E-07,9.37454762331425E-09,0.00539933554524112
4.0425,1.23706902404978E-09,-0.000357318785824742,-1.79553366967705E-09,-6.48719204967249E-07,-1.79553366971958E-09,-6.48719204967169E-07,9.38042392914507E-09,0.00540274842235359
4.045,1.2349469731554E-09,-0.000353641370615685,-1.79639707809449E-09,-6.52493321895566E-07,-1.79639707808195E-09,-6.5249332189586E-07,9.38630083477388E-09,0.00540616143509045
4.0475,1.23282796974733E-09,-0.000349966095555188,-1.79725752773876E-09,-6.5627490048387E-07,-1.79725752800929E-09,-6.56274900483736E-07,9.39217814591165E-09,0.00540957458353935
4.05,1.23071180515785E-09,-0.000346292956141897,-1.79811531820813E-09,-6.60063950471668E-07,-1.79811531838171E-09,-6.6006395047169E-07,9.39805567770624E-09,0.00541298786778803
4.0525,1.22859828065704E-09,-0.000342621947885065,-1.79897072932042E-09,-6.6386048158955E-07,-1.79897072963899E-09,-6.63860481589412E-07,9.40393327542033E-09,0.00541640128792432
4.055,1.2264872077325E-09,-0.00033895306630452,-1.79982402653269E-09,-6.67664503552389E-07,-1.79982402650577E-09,-6.6766450355255E-07,9.40981079208814E-09,0.00541981484403616
4.0575,1.22437840671024E-09,-0.000335286306930629,-1.80067545729748E-09,-6.71476026067969E-07,-1.80067545707719E-09,-6.71476026068041E-07,9.41568810128302E-09,0.00542322853621156
4.06,1.22227170500696E-09,-0.000331621665304271,-1.80152526336468E-09,-6.75295058829802E-07,-1.80152526336648E-09,-6.75295058829991E-07,9.42156507657832E-09,0.00542664236453866
4.0625,1.22016694129772E-09,-0.000327959136976802,-1.80237366775512E-09,-6.79121611522027E-07,-1.80237366931344E-09,-6.79121611523081E-07,9.42744161375187E-09,0.00543005632910565
4.065,1.21806396387227E-09,-0.000324298717510019,-1.80322088817426E-09,-6.82955693820627E-07,-1.80322088794781E-09,-6.82955693820418E-07,9.43331762218169E-09,0.00543347043000085
4.0675,1.21596262739766E-09,-0.000320640402476133,-1.80406712264157E-09,-6.86797315387627E-07,-1.80406712274887E-09,-6.86797315387594E-07,9.43919301873986E-09,0.00543688466731264
4.07,1.21386279381373E-09,-0.000316984187457733,-1.80491256054605E-09,-6.90646485880702E-07,-1.80491256052392E-09,-6.90646485880723E-07,9.4450677259883E-09,0.0054402990411295
4.0725,1.21176433261943E-09,-0.000313330068047759,-1.8057573791969E-09,-6.94503214945875E-07,-1.80575737942411E-09,-6.94503214945879E-07,9.4509416875832E-09,0.00544371355154001
4.075,1.20966712532445E-09,-0.000309678039849463,-1.80660175104475E-09,-6.98367512222587E-07,-1.80660175104182E-09,-6.98367512222328E-07,9.45681484759708E-09,0.00544712819863281
4.0775,1.20757105215481E-09,-0.000306028098476382,-1.80744583545656E-09,-7.02239387340888E-07,-1.80744583568856E-09,-7.02239387341042E-07,9.46268715981691E-09,0.00545054298249665
4.08,1.2054760076491E-09,-0.000302380239552305,-1.80828977893313E-09,-7.06118849925027E-07,-1.80828977895913E-09,-7.06118849924904E-07,9.46855859509932E-09,0.00545395790322034
4.0825,1.20338188989771E-09,-0.000298734458711241,-1.80913371828754E-09,-7.10005909591217E-07,-1.80913371821892E-09,-7.10005909591317E-07,9.47442911902741E-09,0.0054573729608928
4.085,1.20128860172687E-09,-0.00029509075159739,-1.80997779129181E-09,-7.13900575950179E-07,-1.80997779153614E-09,-7.13900575950097E-07,9.48029870925793E-09,0.005460788155603
4.0875,1.19919605492264E-09,-0.000291449113865106,-1.81082212053304E-09,-7.1780285860476E-07,-1.81082212051773E-09,-7.17802858604961E-07,9.48616734872121E-09,0.00546420348744002
4.09,1.19710416466895E-09,-0.000287809541178874,-1.81166681833541E-09,-7.21712767154157E-07,-1.81166681867007E-09,-7.21712767154205E-07,9.49203503075591E-09,0.005467618956493
4.0925,1.19501285739403E-09,-0.000284172029213269,-1.81251199395595E-09,-7.2563031119013E-07,-1.81251199395285E-09,-7.25630311190282E-07,9.49790175730492E-09,0.00547103456285117
4.095,1.19292205493448E-09,-0.000280536573652934,-1.81335774714198E-09,-7.29555500302192E-07,-1.81335774574798E-09,-7.29555500301879E-07,9.50376752406612E-09,0.00547445030660383
4.0975,1.19083169295808E-09,-0.000276903170192545,-1.81420416792131E-09,-7.33488344071854E-07,-1.81420416774733E-09,-7.33488344071864E-07,9.50963233548041E-09,0.00547786618784036
4.1,1.18874170947992E-09,-0.000273271814536779,-1.81505134760523E-09,-7.37428852079693E-07,-1.81505134742522E-09,-7.3742885207958E-07,9.51549620417658E-09,0.00548128220665021
4.1025,1.18665204617858E-09,-0.000269642502400285,-1.81589936400752E-09,-7.41377033898977E-07,-1.81589936404163E-09,-7.41377033899136E-07,9.52135914944474E-09,0.00548469836312291
4.105,1.18456264973409E-09,-0.000266015229507654,-1.81674829447584E-09,-7.45332899103839E-07,-1.81674829470442E-09,-7.45332899103854E-07,9.52722118849336E-09,0.00548811465734807
4.1075,1.1824734706884E-09,-0.000262389991593387,-1.81759820145479E-09,-7.49296457261548E-07,-1.81759820170368E-09,-7.49296457261634E-07,9.53308232992667E-09,0.00549153108941535
4.11,1.18038446907998E-09,-0.000258766784401866,-1.81844915264313E-09,-7.53267717938831E-07,-1.81844915281571E-09,-7.53267717938792E-07,9.53894261732091E-09,0.00549494765941451
4.1125,1.17829560041752E-09,-0.000255145603687324,-1.81930120355443E-09,-7.57246690698613E-07,-1.81930120351812E-09,-7.57246690698631E-07,9.54480206927233E-09,0.00549836436743536
4.115,1.17620683000872E-09,-0.00025152644521381,-1.82015440763156E-09,-7.6123338510284E-07,-1.82015440767166E-09,-7.61233385102929E-07,9.55066071547939E-09,0.00550178121356778
4.1175,1.17411812765636E-09,-0.000247909304755168,-1.82100881433482E-09,-7.6522781071128E-07,-1.82100881444595E-09,-7.65227810711505E-07,9.55651859577134E-09,0.00550519819790174
4.12,1.17202946168875E-09,-0.000244294178094999,-1.82186446215582E-09,-7.69229977082919E-07,-1.82186446211813E-09,-7.69229977082949E-07,9.5623757319363E-09,0.00550861532052725
4.1225,1.1699408082556E-09,-0.000240681061026635,-1.82272138975743E-09,-7.73239893774619E-07,-1.82272138968582E-09,-7.73239893774537E-07,9.56823217435066E-09,0.0055120325815344
4.125,1.16785214334726E-09,-0.000237069949353109,-1.82357964134135E-09,-7.77257570343002E-07,-1.8235796414537E-09,-7.77257570343036E-07,9.57408794924342E-09,0.00551544998101336
4.1275,1.16576345084163E-09,-0.000233460838887122,-1.82443923866931E-09,-7.81283016345133E-07,-1.82443923866286E-09,-7.8128301634517E-07,9.57994309686017E-09,0.00551886751905433
4.13,1.16367471368639E-09,-0.000229853725451021,-1.82530021334116E-09,-7.85316241336566E-07,-1.82530021360351E-09,-7.8531624133656E-07,9.5857976611935E-09,0.00552228519574761
4.1325,1.16158591751802E-09,-0.000226248604876763,-1.82616258405311E-09,-7.89357254874011E-07,-1.82616258375208E-09,-7.89357254874054E-07,9.59165168415432E-09,0.00552570301118355
4.135,1.15949705677891E-09,-0.000222645473005886,-1.8270263745881E-09,-7.93406066515008E-07,-1.82702637417585E-09,-7.93406066515024E-07,9.59750520612701E-09,0.00552912096545256
4.1375,1.1574081190197E-09,-0.000219044325689483,-1.82789160607732E-09,-7.97462685816794E-07,-1.82789160568527E-09,-7.97462685816514E-07,9.60335826319381E-09,0.00553253905864511
4.14,1.15531910104797E-09,-0.000215445158788171,-1.82875828696684E-09,-8.01527122338558E-07,-1.82875828702564E-09,-8.01527122338886E-07,9.6092109018453E-09,0.00553595729085174
4.1425,1.15323000184726E-09,-0.000211847968172063,-1.82962643206646E-09,-8.05599385641032E-07,-1.82962643164588E-09,-8.05599385641181E-07,9.61506316149441E-09,0.00553937566216305
4.145,1.15114082032146E-09,-0.000208252749720739,-1.83049604749421E-09,-8.09679485285874E-07,-1.83049604788335E-09,-8.09679485286064E-07,9.6209150994564E-09,0.00554279417266969
4.1475,1.14905155590352E-09,-0.000204659499323214,-1.83136714389614E-09,-8.13767430837844E-07,-1.83136714405032E-09,-8.13767430837772E-07,9.62676672960905E-09,0.00554621282246238
4.15,1.14696221773761E-09,-0.000201068212877915,-1.83223972211103E-09,-8.17863231862549E-07,-1.83223972241444E-09,-8.17863231862532E-07,9.63261812383931E-09,0.00554963161163189
4.1525,1.14487280661573E-09,-0.00019747888629265,-1.83311378443036E-09,-8.21966897928688E-07,-1.83311378443225E-09,-8.2196689792872E-07,9.6384692951923E-09,0.00555305054026904
4.155,1.14278333486148E-09,-0.000193891515484577,-1.83398933453707E-09,-8.26078438609039E-07,-1.83398933426696E-09,-8.26078438609103E-07,9.64432031430595E-09,0.00555646960846475
4.1575,1.14069380975255E-09,-0.000190306096380178,-1.83486636243529E-09,-8.30197863477194E-07,-1.8348663625547E-09,-8.30197863477327E-07,9.65017120116429E-09,0.00555988881630994
4.16,1.13860424415517E-09,-0.000186722624915231,-1.83574487116234E-09,-8.34325182111924E-07,-1.83574487108983E-09,-8.34325182111721E-07,9.65602201030702E-09,0.00556330816389561
4.1625,1.13651464996305E-09,-0.00018314109703478,-1.83662485135121E-09,-8.38460404094032E-07,-1.83662485123507E-09,-8.3846040409395E-07,9.66187276407737E-09,0.00556672765131282
4.165,1.13442504291446E-09,-0.000179561508693111,-1.83750629649312E-09,-8.42603539009053E-07,-1.83750629638043E-09,-8.42603539009027E-07,9.66772351757017E-09,0.00557014727865269
4.1675,1.13233543821804E-09,-0.000175983855853719,-1.83838920194424E-09,-8.46754596447113E-07,-1.83838920160899E-09,-8.46754596446951E-07,9.67357429396132E-09,0.00557356704600637
4.17,1.13024585467008E-09,-0.000172408134489282,-1.83927354942188E-09,-8.50913586000453E-07,-1.8392735497234E-09,-8.50913586000515E-07,9.67942514432108E-09,0.00557698695346508
4.1725,1.12815631052527E-09,-0.000168834340581637,-1.84015933367861E-09,-8.5508051726847E-07,-1.8401593337699E-09,-8.55080517268399E-07,9.68527610237247E-09,0.00558040700112008
4.175,1.12606682599369E-09,-0.000165262470121743,-1.84104654303859E-09,-8.59255399853827E-07,-1.84104654289151E-09,-8.5925539985361E-07,9.6911271937894E-09,0.00558382718906271
4.1775,1.12397742157598E-09,-0.000161692519109666,-1.84193515983423E-09,-8.6343824336355E-07,-1.8419351595646E-09,-8.63438243363435E-07,9.69697845715212E-09,0.00558724751738432
4.18,1.12188812052122E-09,-0.000158124483554541,-1.84282517094466E-09,-8.67629057411262E-07,-1.84282517107245E-09,-8.67629057411303E-07,9.70282992993066E-09,0.00559066798617635
4.1825,1.11979894479753E-09,-0.000154558359474547,-1.84371656135203E-09,-8.71827851615425E-07,-1.84371656116714E-09,-8.71827851615487E-07,9.70868163530092E-09,0.00559408859553026
4.185,1.1177099206499E-09,-0.000150994142896886,-1.84460931289356E-09,-8.76034635600181E-07,-1.84460931327302E-09,-8.76034635600107E-07,9.71453360837371E-09,0.00559750934553758
4.1875,1.11562107223519E-09,-0.000147431829857747,-1.84550341246721E-09,-8.80249418995328E-07,-1.84550341289764E-09,-8.80249418995115E-07,9.7203858769046E-09,0.00560093023628987
4.19,1.11353242652264E-09,-0.000143871416402284,-1.8463988363877E-09,-8.84472211435719E-07,-1.8463988363557E-09,-8.84472211435758E-07,9.72623846892673E-09,0.00560435126787875
4.1925,1.11144400955968E-09,-0.00014031289858459,-1.84729557273431E-09,-8.88703022564692E-07,-1.84729557256795E-09,-8.88703022564727E-07,9.73209141039155E-09,0.00560777244039589
4.195,1.10935584891702E-09,-0.000136756272467664,-1.84819359794404E-09,-8.92941862030859E-07,-1.8481935975775E-09,-8.9294186203085E-07,9.73794472322598E-09,0.005611193753933
4.1975,1.1072679732493E-09,-0.000133201534123392,-1.84909289478272E-09,-8.97188739488857E-07,-1.84909289494789E-09,-8.97188739488902E-07,9.7437984444837E-09,0.00561461520858185
4.2,1.10518040894277E-09,-0.000129648679632514,-1.8499934428717E-09,-9.01443664600742E-07,-1.84999344288061E-09,-9.01443664600657E-07,9.7496525723606E-09,0.00561803680443424
4.2025,1.10309318958058E-09,-0.000126097705084602,-1.85089522329448E-09,-9.0570664703505E-07,-1.85089522297838E-09,-9.05706647035035E-07,9.75550714835127E-09,0.00562145854158201
4.205,1.10100634252664E-09,-0.00012254860657803,-1.85179821163391E-09,-9.09977696468471E-07,-1.85179821187497E-09,-9.09977696468549E-07,9.76136218411306E-09,0.00562488042011707
4.2075,1.09891989868316E-09,-0.000119001380219947,-1.85270238960555E-09,-9.14256822584511E-07,-1.85270238954795E-09,-9.1425682258456E-07,9.76721770365452E-09,0.00562830244013137
4.21,1.09683389167231E-09,-0.000115456022126258,-1.85360773897738E-09,-9.18544035073327E-07,-1.85360773905575E-09,-9.18544035073473E-07,9.77307371946568E-09,0.00563172460171687
4.2125,1.09474834759438E-09,-0.000111912528421587,-1.8545142362737E-09,-9.22839343635453E-07,-1.85451423617216E-09,-9.22839343635454E-07,9.77893024278753E-09,0.00563514690496562
4.215,1.09266330126283E-09,-0.000108370895239259,-1.8554218581862E-09,-9.27142757975651E-07,-1.85542185836737E-09,-9.27142757975906E-07,9.7847872961021E-09,0.00563856934996968
4.2175,1.09057878570868E-09,-0.00010483111872127,-1.85633058946961E-09,-9.31454287809538E-07,-1.85633058941364E-09,-9.31454287809586E-07,9.79064488607073E-09,0.00564199193682117
4.22,1.08849483061252E-09,-0.000101293195018261,-1.85724039978106E-09,-9.35773942859935E-07,-1.85724039977818E-09,-9.35773942859693E-07,9.79650302393442E-09,0.00564541466561225
4.2225,1.08641146936763E-09,-9.77571202894967E-05,-1.85815127919426E-09,-9.40101732857402E-07,-1.85815127896988E-09,-9.40101732857673E-07,9.80236172676285E-09,0.00564883753643512
4.225,1.08432873516281E-09,-9.42228907028339E-05,-1.85906319705724E-09,-9.44437667543162E-07,-1.85906319718652E-09,-9.44437667543111E-07,9.80822099247436E-09,0.00565226054938201
4.2275,1.08224666022202E-09,-9.0690502434698E-05,-1.85997613479128E-09,-9.48781756664344E-07,-1.85997613466461E-09,-9.48781756664227E-07,9.8140808420244E-09,0.00565568370454522
4.23,1.08016527885647E-09,-8.71599516700577E-05,-1.86089007632548E-09,-9.53134009978183E-07,-1.86089007641707E-09,-9.53134009978091E-07,9.81994126847408E-09,0.00565910700201705
4.2325,1.07808462158131E-09,-8.36312346023999E-05,-1.86180499711163E-09,-9.57494437251578E-07,-1.86180499680603E-09,-9.57494437251546E-07,9.82580228320318E-09,0.00566253044188988
4.235,1.07600472361305E-09,-8.01043474337036E-05,-1.8627208749015E-09,-9.61863048260078E-07,-1.86272087495751E-09,-9.61863048260198E-07,9.83166388593415E-09,0.00566595402425609
4.2375,1.07392561885048E-09,-7.65792863744144E-05,-1.86363769020692E-09,-9.66239852787201E-07,-1.86363769004622E-09,-9.66239852787415E-07,9.83752609179378E-09,0.00566937774920815
4.24,1.071847337123E-09,-7.30560476434188E-05,-1.86455542684471E-09,-9.70624860628917E-07,-1.86455542666883E-09,-9.70624860628847E-07,9.84338888260217E-09,0.00567280161683851
4.2425,1.0697699168911E-09,-6.95346274680206E-05,-1.8654740613721E-09,-9.75018081587162E-07,-1.86547406141339E-09,-9.75018081587308E-07,9.84925227487388E-09,0.00567622562723971
4.245,1.06769338569768E-09,-6.60150220839152E-05,-1.86639357692972E-09,-9.79419525476372E-07,-1.86639357706372E-09,-9.79419525476282E-07,9.85511625806179E-09,0.0056796497805043
4.2475,1.06561778110279E-09,-6.24972277351634E-05,-1.86731395053477E-09,-9.83829202119008E-07,-1.86731395017467E-09,-9.83829202119107E-07,9.86098083147202E-09,0.00568307407672486
4.25,1.06354313318914E-09,-5.89812406741682E-05,-1.86823516616522E-09,-9.88247121348461E-07,-1.86823516628091E-09,-9.88247121348497E-07,9.86684599371679E-09,0.00568649851599404
4.2525,1.06146947758786E-09,-5.54670571616479E-05,-1.86915720606942E-09,-9.92673293007761E-07,-1.86915720607158E-09,-9.92673293007844E-07,9.87271173771842E-09,0.00568992309840449
4.255,1.05939684451816E-09,-5.19546734666131E-05,-1.87008005005784E-09,-9.97107726950582E-07,-1.87008004967908E-09,-9.97107726950547E-07,9.87857805764825E-09,0.00569334782404892
4.2575,1.05732526886581E-09,-4.84440858663434E-05,-1.8710036843082E-09,-1.00155043304017E-06,-1.87100368466046E-09,-1.00155043304038E-06,9.88444496002883E-09,0.00569677269302009
4.26,1.05525478081129E-09,-4.49352906463591E-05,-1.87192808785448E-09,-1.00600142115174E-06,-1.87192808799766E-09,-1.00600142115181E-06,9.89031241876992E-09,0.00570019770541074
4.2625,1.05318541575722E-09,-4.14282841003989E-05,-1.8728532421846E-09,-1.01046070116891E-06,-1.87285324213283E-09,-1.01046070116872E-06,9.89618043456542E-09,0.00570362286131371
4.265,1.05111720312846E-09,-3.79230625303949E-05,-1.8737791362418E-09,-1.01492828298721E-06,-1.87377913576843E-09,-1.01492828298714E-06,9.90204898923541E-09,0.00570704816082183
4.2675,1.04905017728108E-09,-3.44196222464509E-05,-1.8747057516978E-09,-1.01940417651332E-06,-1.87470575142394E-09,-1.01940417651334E-06,9.90791809485359E-09,0.00571047360402799
4.27,1.04698436786334E-09,-3.09179595668129E-05,-1.87563307283691E-09,-1.023888391664E-06,-1.87563307275359E-09,-1.02388839166377E-06,9.9137877183908E-09,0.0057138991910251
4.2725,1.04491980724841E-09,-2.74180708178498E-05,-1.87656108470971E-09,-1.02838093836756E-06,-1.87656108459019E-09,-1.02838093836758E-06,9.91965786067972E-09,0.00571732492190612
4.275,1.04285652573633E-09,-2.39199523340267E-05,-1.87748977640506E-09,-1.03288182656358E-06,-1.87748977500927E-09,-1.03288182656363E-06,9.92552849840567E-09,0.00572075079676401
4.2775,1.04079455721733E-09,-2.04236004578814E-05,-1.87841912917019E-09,-1.03739106620232E-06,-1.8784191279352E-09,-1.03739106620224E-06,9.9313996261563E-09,0.00572417681569181
4.28,1.03873392699962E-09,-1.69290115400031E-05,-1.87934912863784E-09,-1.04190866724491E-06,-1.87934912729051E-09,-1.04190866724494E-06,9.93727123047017E-09,0.00572760297878256
4.2825,1.03667467124357E-09,-1.34361819390038E-05,-1.88027976720779E-09,-1.04643463966605E-06,-1.88027976555558E-09,-1.04643463966594E-06,9.94314329025303E-09,0.00573102928612933
4.285,1.03461681743616E-09,-9.94510802149775E-06,-1.8812110303922E-09,-1.05096899344987E-06,-1.88121102925274E-09,-1.05096899344985E-06,9.94901580009255E-09,0.00573445573782526
4.2875,1.0325603931287E-09,-6.45578616207776E-06,-1.88214290687538E-09,-1.05551173859215E-06,-1.88214290574069E-09,-1.05551173859242E-06,9.95488872973516E-09,0.00573788233396347
4.29,1.03050543183364E-09,-2.96821274328976E-06,-1.88307538356872E-09,-1.0600628851024E-06,-1.88307538248159E-09,-1.06006288510257E-06,9.9607620782094E-09,0.00574130907463716
4.2925,1.02845195997661E-09,5.17615844387322E-07,-1.88400844991084E-09,-1.06462244299964E-06,-1.88400844892254E-09,-1.06462244299946E-06,9.96663581623314E-09,0.00574473595993952
4.295,1.02640000710585E-09,4.00170320256841E-06,-1.88494209695034E-09,-1.0691904223159E-06,-1.8849420950225E-09,-1.06919042231564E-06,9.97250994005938E-09,0.00574816298996381
4.2975,1.02434959993125E-09,7.48405292498472E-06,-1.88587631668577E-09,-1.07376683309567E-06,-1.88587631498139E-09,-1.07376683309564E-06,9.97838441832433E-09,0.00575159016480329
4.3,1.02230077018045E-09,1.0964668597506E-05,-1.886811095932E-09,-1.07835168539438E-06,-1.88681109437184E-09,-1.07835168539439E-06,9.98425924061963E-09,0.00575501748455126
4.3025,1.02025354185203E-09,1.44435537981642E-05,-1.88774642922933E-09,-1.08294498928119E-06,-1.88774642782082E-09,-1.08294498928125E-06,9.99013438335306E-09,0.00575844494930107
4.305,1.01820794227462E-09,1.79207120971758E-05,-1.88868230887158E-09,-1.08754675483603E-06,-1.88868230677934E-09,-1.08754675483589E-06,9.99600983278559E-09,0.00576187255914606
4.3075,1.01616400143701E-09,2.13961470569674E-05,-1.88961872240998E-09,-1.09215699215051E-06,-1.88961872093929E-09,-1.09215699215048E-06,1.00018855664352E-08,0.00576530031417963
4.31,1.0141217418339E-09,2.48698622321951E-05,-1.89055567093781E-09,-1.09677571133253E-06,-1.89055566984514E-09,-1.09677571133255E-06,1.00077615643179E-08,0.00576872821449521
4.3125,1.01208119042851E-09,2.83418611697712E-05,-1.89149313991358E-09,-1.1014029224978E-06,-1.89149313985395E-09,-1.10140292249796E-06,1.00136378079763E-08,0.00577215626018624
4.315,1.01004237560325E-09,3.18121474088816E-05,-1.89243113252614E-09,-1.10603863577759E-06,-1.89243113229188E-09,-1.10603863577815E-06,1.00195142820059E-08,0.0057755844513462
4.3175,1.0080053195453E-09,3.52807244810152E-05,-1.89336963576973E-09,-1.11068286131576E-06,-1.89336963580913E-09,-1.1106828613157E-06,1.00253909618431E-08,0.00577901278806861
4.32,1.00597004840206E-09,3.87475959099806E-05,-1.89430864810645E-09,-1.11533560926648E-06,-1.89430864843296E-09,-1.11533560926665E-06,1.00312678212588E-08,0.005782441270447
4.3225,1.00393658621243E-09,4.22127652119335E-05,-1.89524816595151E-09,-1.11999688979988E-06,-1.89524816594267E-09,-1.11999688980018E-06,1.00371448548409E-08,0.00578586989857493
4.325,1.00190495661179E-09,4.56762358953938E-05,-1.89618818503883E-09,-1.12466671309733E-06,-1.89618818504503E-09,-1.12466671309711E-06,1.00430220292824E-08,0.005789298672546
4.3275,9.99875183296319E-10,4.91380114612726E-05,-1.89712870287751E-09,-1.12934508935247E-06,-1.89712870303272E-09,-1.12934508935236E-06,1.00488993277914E-08,0.00579272759245382
